Jama,Barwa zewn.,Barwa wewn.,Faktura,Domieszka,Ornament,Uwagi,Grupa techn.,guzki miseczkowate,linie ryte,guzki plastyczne,ornament choinkowy,odciski plecionki,otwory na powierzchni,do³ki paznokciowe,obmazywanie,otwory pod wylewem,do³ki palcowe,ornament pseudosznurowy,listwy karbowane,listwy plastyczne,ucha,inne/ nieokreœlone el. plastyczne,ornament stempelkowy,wciêcia w wylewach,ryte okrêgi,wyg³adzanie,nak³uwanie
78,,,,,odcisk plecionki,talerz-placek,3c,,,,,1,,,,,,,,,,,,,,,
78,b,b,g,k,,wylew,3a,,,,,,,,,,,,,,,,,,,,
78,,,,,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
78,b,b,g,0/k,,,3a,,,,,,,,,,,,,,,,,,,,
78,,,,,do³ek paznokciowy,talerz-placek,3c,,,,,,,1,,,,,,,,,,,,,
78,,,,,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
78,b,b,g,k,,,3a,,,,,,,,,,,,,,,,,,,,
78,,,,,do³ki paznokciowe,talerz-placek,3c,,,,,,,1,,,,,,,,,,,,,
78,,,,,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
78,,,,,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
78,,,,,do³ki paznokciowe,talerz-placek,3c,,,,,,,1,,,,,,,,,,,,,
78,,,,,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
78,b,b,g,0/k,,fragm. ucha,3a,,,,,,,,,,,,,,,,,,,,
78,b,b,g,0/k,,,3a,,,,,,,,,,,,,,,,,,,,
78,b,b,g,k,,wylew,3a,,,,,,,,,,,,,,,,,,,,
78,b,b,g,0,,,3a,,,,,,,,,,,,,,,,,,,,
,,,,,,,nan,,,,,,,,,,,,,,,,,,,,
79,,,,,,,nan,,,,,,,,,,,,,,,,,,,,
,,,,,,,nan,,,,,,,,,,,,,,,,,,,,
83,,,,,odcisk plecionki,talerz-placek,3c,,,,,1,,,,,,,,,,,,,,,
83,b,b,ch,k,"otwory pod wylewem, rz¹d do³ków paznokciowych",,3b,,,,,,,1,,1,,,,,,,,,,,
83,b,b,g,k,"otwór pod wylewem, rz¹d do³ków paznokciowych",wylew,3a,,,,,,,1,,1,,,,,,,,,,,
83,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
83,b,b,ch,k,"otwór pod wylewem, rz¹d do³ków paznokciowych",,3b,,,,,,,1,,1,,,,,,,,,,,
83,,,,,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
83,,,,,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
83,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
83,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
83,b,b,g,k,do³ki paznokciowe,,3a,,,,,,,1,,,,,,,,,,,,,
83,,,,,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
83,b,b,g,k,,,3a,,,,,,,,,,,,,,,,,,,,
83,b,b,g,k,,,3a,,,,,,,,,,,,,,,,,,,,
83,,,,,do³ki paznokciowe,talerz-placek,3c,,,,,,,1,,,,,,,,,,,,,
83,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
83,b,b,g,0,,,3a,,,,,,,,,,,,,,,,,,,,
83,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
83,b,b,g,k,otwór pod wylewem,wylew,3a,,,,,,,,,1,,,,,,,,,,,
83,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
83,,,,,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
83,b,b,g,k,,,3a,,,,,,,,,,,,,,,,,,,,
83,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
83,b,b,g,k,,,3a,,,,,,,,,,,,,,,,,,,,
83,,,,,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
83,,,,,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
,,,,,,,nan,,,,,,,,,,,,,,,,,,,,
84,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
84,,,,,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
84,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
84,,,,,do³ek paznokciowy,talerz-placek,3c,,,,,,,1,,,,,,,,,,,,,
84,b,b,ch,k,otwór pod wylewem,,3b,,,,,,,,,1,,,,,,,,,,,
84,,,,,otwór na powierzchni,talerz-placek,3c,,,,,,1,,,,,,,,,,,,,,
84,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
84,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
,,,,,,,nan,,,,,,,,,,,,,,,,,,,,
85,b,b,g,k,otwory pod wylewem,wylew,3a,,,,,,,,,1,,,,,,,,,,,
85,b,b,ch,k,poziome i ukoœne linie ryte,,3b,,1,,,,,,,,,,,,,,,,,,
85,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
85,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
85,,,,,"do³ek paznokciowy, otwór na powierzchni",talerz-placek,3c,,,,,,1,1,,,,,,,,,,,,,
85,b,b,g,k,otwory pod wylewem,wylew,3a,,,,,,,,,1,,,,,,,,,,,
85,,,,,otwory na powierzchni,talerz-placek,3c,,,,,,1,,,,,,,,,,,,,,
85,,,,,otwór na powierzchni,talerz-placek,3c,,,,,,1,,,,,,,,,,,,,,
85,b,c,ch,k,,,2b,,,,,,,,,,,,,,,,,,,,
85,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
85,b,c,g,0,,,2a,,,,,,,,,,,,,,,,,,,,
85,b,b,g,k,,,3a,,,,,,,,,,,,,,,,,,,,
85,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
85,b,b,ch,k,do³ki paznokciowe,,3b,,,,,,,1,,,,,,,,,,,,,
85,,,,,otwór na powierzchni,talerz-placek,3c,,,,,,1,,,,,,,,,,,,,,
85,,,,,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
85,,,,,do³ki paznokciowe,talerz-placek,3c,,,,,,,1,,,,,,,,,,,,,
,,,,,,,nan,,,,,,,,,,,,,,,,,,,,
GARNEK-CHUJ-WIE-SK¥D,b,b,ch,k,"poziomy i ukoœne rzêdy do³ków paznokciowych, otwory pod wylewem",,3b,,,,,,,1,,1,,,,,,,,,,,
,,,,,,,nan,,,,,,,,,,,,,,,,,,,,
86,b,b,ch,k,rz¹d do³ków paznokciowych,,3b,,,,,,,1,,,,,,,,,,,,,
86,b,b,ch,k,"rz¹d do³ków paznokciowych, otwory pod wylewem",,3b,,,,,,,1,,1,,,,,,,,,,,
86,,,,,otwory na powierzchni,talerz-placek,3c,,,,,,1,,,,,,,,,,,,,,
86,,,,,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
86,b,b,ch,k,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
86,,,,,guz plastyczny?,talerz-placek,3c,,,1,,,,,,,,,,,,,,,,,
86,b,c,ch,k,,,2b,,,,,,,,,,,,,,,,,,,,
86,,,,,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
86,,,,,do³ek paznokciowy,talerz-placek,3c,,,,,,,1,,,,,,,,,,,,,
86,,,,,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
86,,,,,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
86,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
86,,,,,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
86,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
86,,,,,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
86,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
86,,,,,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
86,,,,,do³ek paznokciowy,talerz-placek,3c,,,,,,,1,,,,,,,,,,,,,
86,,,,,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
86,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
86,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
86,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
86,,,,,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
86,,,,,do³ki paznokciowe?,talerz-placek,3c,,,,,,,1,,,,,,,,,,,,,
86,b,b,g,k,,,3a,,,,,,,,,,,,,,,,,,,,
86,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
86,,,,,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
86,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
86,b,c,ch,k,,,2b,,,,,,,,,,,,,,,,,,,,
86,b,b,g,k,otwór pod wylewem,wylew,3a,,,,,,,,,1,,,,,,,,,,,
,,,,,,,nan,,,,,,,,,,,,,,,,,,,,
88,,,,,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
88,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
,,,,,,,nan,,,,,,,,,,,,,,,,,,,,
,,,,,,,nan,,,,,,,,,,,,,,,,,,,,
90,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
90,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
90,b,b,g,0/k,,,3a,,,,,,,,,,,,,,,,,,,,
90,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
90,b,b,g,k,,,3a,,,,,,,,,,,,,,,,,,,,
,,,,,,,nan,,,,,,,,,,,,,,,,,,,,
99 ????,b,b,g,k,,uchwyt pokrywki??,3a,,,,,,,,,,,,,,,,,,,,
,,,,,,,nan,,,,,,,,,,,,,,,,,,,,
"""luŸne""",b,b,ch,k,rz¹d do³ków paznokciowych,,3b,,,,,,,1,,,,,,,,,,,,,
"""luŸne""",b,b,g,0,,,3a,,,,,,,,,,,,,,,,,,,,
"""luŸne""",b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
"""luŸne""",b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
"""luŸne""",b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
"""luŸne""",b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
"""luŸne""",,,,,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
"""luŸne""",b,b,g,0/k,,,3a,,,,,,,,,,,,,,,,,,,,
"""luŸne""",b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
"""luŸne""",b,b,g,k,,,3a,,,,,,,,,,,,,,,,,,,,
"""luŸne""",b,b,g,0,,,3a,,,,,,,,,,,,,,,,,,,,
"""luŸne""",b,b,ch,k,rz¹d do³ków paznokciowych,,3b,,,,,,,1,,,,,,,,,,,,,
"""luŸne""",,,,,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
"""luŸne""",,,,,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
"""luŸne""",b,c,g,k,,w tym naczyniu (wszystkie czarne od wewn skorupy) doskonale widoczny t³uczeñ w prze³amie - zdjêcie?,2a,,,,,,,,,,,,,,,,,,,,
"""luŸne""",b,c,g,k,,,2a,,,,,,,,,,,,,,,,,,,,
"""luŸne""",b,c,g,k,,,2a,,,,,,,,,,,,,,,,,,,,
"""luŸne""",b,c,g,k,,,2a,,,,,,,,,,,,,,,,,,,,
"""luŸne""",b,c,g,k,,,2a,,,,,,,,,,,,,,,,,,,,
"""luŸne""",,,,,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
"""luŸne""",b,b,g,k,otwór pod wylewem,wylew,3a,,,,,,,,,1,,,,,,,,,,,
"""luŸne""",,,,,do³ek paznokciowy,talerz-placek,3c,,,,,,,1,,,,,,,,,,,,,
"""luŸne""",b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
"""luŸne""",b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
"""luŸne""",b,b,ch,k,otwór pod wylewem,,3b,,,,,,,,,1,,,,,,,,,,,
"""luŸne""",b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
"""luŸne""",b,b,g,k,,wylew,3a,,,,,,,,,,,,,,,,,,,,
"""luŸne""",,,,,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
"""luŸne""",,,,,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
"""luŸne""",b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
,,,,,,,nan,,,,,,,,,,,,,,,,,,,,
104,,,,,do³ek paznokciowy,talerz-placek,3c,,,,,,,1,,,,,,,,,,,,,
104,,,,,otwory na powierzchni,talerz-placek,3c,,,,,,1,,,,,,,,,,,,,,
104,,,,,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
104,,,,,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
104,,,,,"odcisk plecionki, otwory na powierzchni",talerz-placek,3c,,,,,1,1,,,,,,,,,,,,,,
104,,,,,rz¹d do³ków paznokciowych,talerz-placek,3c,,,,,,,1,,,,,,,,,,,,,
104,,,,,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
104,,,,,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
104,,,,,otwór na powierzchni,talerz-placek,3c,,,,,,1,,,,,,,,,,,,,,
104,,,,,otwory na powierzchni,talerz-placek,3c,,,,,,1,,,,,,,,,,,,,,
104,,,,,otwory na powierzchni,talerz-placek,3c,,,,,,1,,,,,,,,,,,,,,
104,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
104,,,,,"do³ek palcowy, otwór na powierzchni",talerz-placek,3c,,,,,,1,,,,1,,,,,,,,,,
104,,,,,otwór na powierzchni,talerz-placek,3c,,,,,,1,,,,,,,,,,,,,,
104,,,,,otwór na powierzchni,talerz-placek,3c,,,,,,1,,,,,,,,,,,,,,
104,,,,,odcisk plecionki,talerz-placek,3c,,,,,1,,,,,,,,,,,,,,,
104,,,,,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
104,,,,,otwory na powierzchni,talerz-placek,3c,,,,,,1,,,,,,,,,,,,,,
104,,,,,otwór na powierzchni,talerz-placek,3c,,,,,,1,,,,,,,,,,,,,,
104,,,,,do³ki paznokciowe,talerz-placek,3c,,,,,,,1,,,,,,,,,,,,,
104,,,,,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
104,,,,,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
104,b,b,g,0,,,3a,,,,,,,,,,,,,,,,,,,,
104,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
104,,,,,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
104,,,,,do³ki paznokciowe,talerz-placek,3c,,,,,,,1,,,,,,,,,,,,,
104,,,,,do³ki paznokciowe,talerz-placek,3c,,,,,,,1,,,,,,,,,,,,,
104,,,,,odcisk plecionki,talerz-placek,3c,,,,,1,,,,,,,,,,,,,,,
104,,,,,otwór na powierzchni,talerz-placek,3c,,,,,,1,,,,,,,,,,,,,,
104,,,,,odcisk plecionki,talerz-placek,3c,,,,,1,,,,,,,,,,,,,,,
104,b,b,ch,k,"do³ki palcowe, guz plastyczny",,3b,,,1,,,,,,,1,,,,,,,,,,
104,b,b,ch,k,"do³ki paznokciowe, guz plastyczny z wg³êbieniem",,3b,1,,,,,,1,,,,,,,,,,,,,
104,,,,,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
104,,,,,odcisk plecionki,talerz-placek,3c,,,,,1,,,,,,,,,,,,,,,
104,b,b,g,0/k,,dno,3a,,,,,,,,,,,,,,,,,,,,
104,,,,,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
104,,,,,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
104,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
104,,,,,otwór na powierzchni,talerz-placek,3c,,,,,,1,,,,,,,,,,,,,,
104,,,,,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
104,,,,,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
104,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
104,,,,,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
104,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
104,b,b,ch,k,guz plastyczny,,3b,,,1,,,,,,,,,,,,,,,,,
104,,,,,otwór na powierzchni,talerz-placek,3c,,,,,,1,,,,,,,,,,,,,,
104,,,,,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
104,b,b,ch,k,guz plastyczny z wg³êbieniem,,3b,1,,,,,,,,,,,,,,,,,,,
104,,,,,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
104,b,b,g,k/s,otwory pod wylewem,wylew,3a,,,,,,,,,1,,,,,,,,,,,
104,,,,,odcisk plecionki,talerz-placek,3c,,,,,1,,,,,,,,,,,,,,,
104,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
104,b,c,g,k,,,2a,,,,,,,,,,,,,,,,,,,,
104,b,b,g,k,otwory pod wylewem,wylew,3a,,,,,,,,,1,,,,,,,,,,,
104,b,b,ch,k,"rz¹d do³ków paznokciowych, guz plastyczny z wg³êbieniem",,3b,1,,,,,,1,,,,,,,,,,,,,
104,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
104,,,,,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
104,,,,,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
104,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
104,,,,,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
104,,,,,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
104,,,,,otwór na powierzchni,talerz-placek,3c,,,,,,1,,,,,,,,,,,,,,
104,,,,,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
104,b,c,ch,k,,,2b,,,,,,,,,,,,,,,,,,,,
104,b,b,g,k,,,3a,,,,,,,,,,,,,,,,,,,,
104,,,,,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
104,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
104,b,b,ch,k,rz¹d do³ków paznokciowych,,3b,,,,,,,1,,,,,,,,,,,,,
104,,,,,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
104,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
104,,,,,otwór na powierzchni,talerz-placek,3c,,,,,,1,,,,,,,,,,,,,,
104,,,,,otwór na powierzchni,talerz-placek,3c,,,,,,1,,,,,,,,,,,,,,
104,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
104,,,,,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
104,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
104,b,b,g,0,,,3a,,,,,,,,,,,,,,,,,,,,
104,,,,,otwór na powierzchni,talerz-placek,3c,,,,,,1,,,,,,,,,,,,,,
104,,,,,"do³ek paznokciowy, otwór na powierzchni",talerz-placek,3c,,,,,,1,1,,,,,,,,,,,,,
104,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
104,b,b,ch,k,rz¹d do³ków paznokciowych,,3b,,,,,,,1,,,,,,,,,,,,,
104,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
104,,,,,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
104,,,,,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
104,,,,,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
104,b,b,g,0,,,3a,,,,,,,,,,,,,,,,,,,,
104,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
104,b,c,ch,k,,,2b,,,,,,,,,,,,,,,,,,,,
104,,,,,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
104,,,,,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
104,,,,,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
104,,,,,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
104,,,,,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
104,,,,,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
104,,,,,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
104,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
104,b,b,g,k,,,3a,,,,,,,,,,,,,,,,,,,,
104,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
104,b,b,g,k,otwór pod wylewem,wylew,3a,,,,,,,,,1,,,,,,,,,,,
104,,,,,do³ki paznokciowe,talerz-placek,3c,,,,,,,1,,,,,,,,,,,,,
104,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
104,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
104,,,,,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
104,,,,,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
104,b,b,ch,k,rz¹d do³ków paznokciowych,,3b,,,,,,,1,,,,,,,,,,,,,
104,b,b,g,0/k,"dwie poziome linie ryte, ukoœne linie ryte, guzek plastyczny",wylew,3a,,1,1,,,,,,,,,,,,,,,,,
104,,,,,do³ki paznokciowe,talerz-placek,3c,,,,,,,1,,,,,,,,,,,,,
104,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
104,,,,,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
104,,,,,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
104,b,b,ch,k,rz¹d do³ków paznokciowych,,3b,,,,,,,1,,,,,,,,,,,,,
104,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
104,,,,,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
104,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
104,,,,,do³ki paznokciowe,talerz-placek,3c,,,,,,,1,,,,,,,,,,,,,
104,,,,,otwór na powierzchni,talerz-placek,3c,,,,,,1,,,,,,,,,,,,,,
104,,,,,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
104,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
104,,,,,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
104,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
104,,,,,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
104,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
104,,,,,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
104,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
104,b,b,ch,k,rz¹d do³ków paznokciowych,,3b,,,,,,,1,,,,,,,,,,,,,
104,,,,,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
104,,,,,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
104,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
104,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
104,b,c,ch,k,,,2b,,,,,,,,,,,,,,,,,,,,
104,,,,,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
104,,,,,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
104,,,,,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
104,b,c,ch,k,,,2b,,,,,,,,,,,,,,,,,,,,
104,b,c,g,k,,,2a,,,,,,,,,,,,,,,,,,,,
104,,,,,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
104,b,b,g,k,,,3a,,,,,,,,,,,,,,,,,,,,
104,b,b,g,k/s,,,3a,,,,,,,,,,,,,,,,,,,,
104,b,c,ch,k,,,2b,,,,,,,,,,,,,,,,,,,,
104,b,b,g,0,guz plastyczny,,3a,,,1,,,,,,,,,,,,,,,,,
104,b,b,g,k,ukoœne linie ryte na krawêdzi wylewu,,3a,,1,,,,,,,,,,,,,,,,,,
104,b,b,g,k,ukoœne linie ryte na krawêdzi wylewu,,3a,,1,,,,,,,,,,,,,,,,,,
104,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
104,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
104,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
104,b,b,ch,k,otwór pod wylewem,,3b,,,,,,,,,1,,,,,,,,,,,
104,,,,,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
104,,,,,otwór na powierzchni,talerz-placek,3c,,,,,,1,,,,,,,,,,,,,,
104,,,,,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
104,,,,,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
104,,,,,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
104,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
104,,,,,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
104,b,b,g,0,,,3a,,,,,,,,,,,,,,,,,,,,
104,,,,,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
104,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
104,b,c,ch,k,,,2b,,,,,,,,,,,,,,,,,,,,
104,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
104,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
104,,,,,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
104,b,b,g,k,,wylew,3a,,,,,,,,,,,,,,,,,,,,
,,,,,,,nan,,,,,,,,,,,,,,,,,,,,
ar I,,,,,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
ar I,,,,,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
ar I,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
ar I,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
ar I,,,,,do³ki palcowe,talerz-placek,3c,,,,,,,,,,1,,,,,,,,,,
ar I,,,,,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
ar I,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
ar I,,,,,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
ar I,b,b,g,0/k,,wylew,3a,,,,,,,,,,,,,,,,,,,,
ar I,,,,,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
ar I,,,,,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
,,,,,,,nan,,,,,,,,,,,,,,,,,,,,
ar II,b,b,g,k,,,3a,,,,,,,,,,,,,,,,,,,,
ar II,c,b,g,0/k,,,1,,,,,,,,,,,,,,,,,,,,
ar II,,,,,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
ar II,,,,,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
ar II,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
,,,,,,,nan,,,,,,,,,,,,,,,,,,,,
ar III,b,b,g,k,,,3a,,,,,,,,,,,,,,,,,,,,
ar III,c,c,g,k,,,4,,,,,,,,,,,,,,,,,,,,
ar III,b,b,g,k,,,3a,,,,,,,,,,,,,,,,,,,,
ar III,,,,,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
ar III,,,,,otwór na powierzchni,talerz-placek,3c,,,,,,1,,,,,,,,,,,,,,
ar III,,,,,,talerz-placek,3c,,,,,,,,,,,,,,,,,,,,
ar III,b,b,g,k,,wylew,3a,,,,,,,,,,,,,,,,,,,,
ar III,b,b,ch,k,,,3b,,,,,,,,,,,,,,,,,,,,
ar III,,,,,odcisk plecionki,talerz-placek,3c,,,,,1,,,,,,,,,,,,,,,
